female,black,housing_expense_ratio,self_employed,married,mortgage_credit,consumer_credit,bad_history,PI_ratio,deny,loan_to_value,denied_PMI,accept
0.0,0.0,0.34,1.0,0.0,2.0,2.0,0.0,0.4,0.0,0.8,0.0,1.0
0.0,0.0,0.25,0.0,0.0,1.0,1.0,0.0,0.36,0.0,0.8,0.0,1.0
0.0,0.0,0.34,1.0,1.0,2.0,2.0,0.0,0.38,0.0,0.91923076,0.0,1.0
1.0,0.0,0.31,0.0,0.0,2.0,1.0,0.0,0.33,0.0,0.6592179,0.0,1.0
0.0,0.0,0.26,0.0,1.0,1.0,2.0,0.0,0.37,0.0,0.7837838,0.0,1.0
0.0,1.0,0.13,1.0,1.0,1.0,3.0,1.0,0.22,0.0,0.7986111,0.0,1.0
0.0,0.0,0.24,0.0,1.0,1.0,1.0,1.0,0.3,0.0,0.42372882,0.0,1.0
1.0,0.0,0.35,0.0,0.0,2.0,1.0,0.0,0.36,0.0,0.9144737,0.0,1.0
0.0,0.0,0.28,0.0,1.0,2.0,6.0,0.0,0.41,0.0,0.89617485,0.0,1.0
1.0,0.0,0.3,0.0,0.0,2.0,1.0,0.0,0.35,0.0,0.6837607,0.0,1.0
0.0,0.0,0.32,0.0,0.0,2.0,1.0,0.0,0.32,0.0,0.8,0.0,1.0
0.0,1.0,0.28,0.0,1.0,2.0,6.0,1.0,0.41,1.0,0.9259259,1.0,0.0
0.0,0.0,0.28,0.0,1.0,2.0,1.0,0.0,0.32,0.0,0.8969697,0.0,1.0
0.0,0.0,0.18,0.0,1.0,1.0,3.0,0.0,0.4,0.0,0.8769231,0.0,1.0
0.0,1.0,0.27,0.0,0.0,2.0,1.0,0.0,0.33,1.0,0.8,0.0,0.0
1.0,0.0,0.25,0.0,1.0,2.0,1.0,0.0,0.28,0.0,0.90217394,0.0,1.0
0.0,0.0,0.35,0.0,1.0,1.0,2.0,0.0,0.35,0.0,0.44,0.0,1.0
1.0,1.0,0.35,0.0,1.0,2.0,1.0,0.0,0.4,1.0,0.7826087,0.0,0.0
0.0,1.0,0.18,1.0,1.0,2.0,6.0,1.0,0.3,1.0,0.9008043,0.0,0.0
0.0,0.0,0.23,0.0,0.0,2.0,4.0,0.0,0.35,0.0,0.8744186,0.0,1.0
0.0,0.0,0.19,0.0,1.0,1.0,1.0,0.0,0.2,0.0,0.70080864,0.0,1.0
0.0,0.0,0.28,0.0,1.0,4.0,1.0,0.0,0.29,0.0,0.375,0.0,1.0
0.0,0.0,0.27,0.0,1.0,2.0,2.0,0.0,0.36,0.0,0.82,0.0,1.0
1.0,0.0,0.2,0.0,0.0,2.0,1.0,0.0,0.34,0.0,0.35042736,0.0,1.0
0.0,0.0,0.04,0.0,1.0,2.0,2.0,0.0,0.26,0.0,0.3968254,0.0,1.0
0.0,0.0,0.21,0.0,1.0,1.0,2.0,0.0,0.28,0.0,0.63887936,0.0,1.0
0.0,0.0,0.24,0.0,1.0,1.0,2.0,0.0,0.43,0.0,0.4017857,0.0,1.0
0.0,0.0,0.2,1.0,1.0,1.0,1.0,0.0,0.27,0.0,0.7972973,0.0,1.0
1.0,0.0,0.22,0.0,0.0,2.0,2.0,0.0,0.28,0.0,0.7455782,0.0,1.0
1.0,0.0,0.25,0.0,1.0,2.0,1.0,0.0,0.27,0.0,0.85153645,0.0,1.0
1.0,0.0,0.3,0.0,0.0,1.0,1.0,0.0,0.36,0.0,0.6397134,0.0,1.0
0.0,0.0,0.35,0.0,1.0,3.0,2.0,0.0,0.35,0.0,0.625,0.0,1.0
1.0,0.0,0.31,0.0,0.0,2.0,1.0,0.0,0.33,0.0,0.858922,0.0,1.0
0.0,0.0,0.24,0.0,1.0,1.0,3.0,0.0,0.32,0.0,0.7432432,0.0,1.0
0.0,0.0,0.04,0.0,1.0,1.0,1.0,0.0,0.23,0.0,0.5,0.0,1.0
0.0,0.0,0.28,0.0,1.0,2.0,2.0,0.0,0.37,0.0,0.48715678,0.0,1.0
0.0,0.0,0.1725,0.0,1.0,2.0,2.0,0.0,0.3312,0.0,0.68,0.0,1.0
0.0,0.0,0.2569,0.0,0.0,2.0,5.0,0.0,0.3513,1.0,0.54285717,0.0,0.0
0.0,0.0,0.282,0.0,1.0,1.0,1.0,0.0,0.45700002,0.0,0.7526316,0.0,1.0
0.0,0.0,0.2933,0.0,1.0,2.0,1.0,0.0,0.3524,0.0,0.9029851,0.0,1.0
0.0,0.0,0.21090001,0.0,0.0,2.0,2.0,0.0,0.41689998,1.0,0.9230769,1.0,0.0
1.0,0.0,0.20950001,0.0,1.0,2.0,1.0,0.0,0.2191,0.0,0.7948718,0.0,1.0
0.0,0.0,0.159,1.0,0.0,2.0,1.0,0.0,0.2052,1.0,0.6025641,1.0,0.0
1.0,0.0,0.37150002,0.0,0.0,2.0,2.0,0.0,0.4611,0.0,0.7844828,0.0,1.0
0.0,0.0,0.3158,0.0,1.0,2.0,2.0,0.0,0.3466,0.0,0.5760369,0.0,1.0
0.0,0.0,0.20889999,0.0,1.0,1.0,1.0,0.0,0.3167,0.0,0.72164947,0.0,1.0
0.0,0.0,0.2649,0.0,1.0,2.0,1.0,0.0,0.3728,0.0,0.8984375,0.0,1.0
1.0,0.0,0.661,0.0,0.0,2.0,1.0,0.0,0.661,0.0,0.43356642,0.0,1.0
0.0,0.0,0.2643,0.0,1.0,2.0,1.0,0.0,0.35619998,0.0,0.8472222,0.0,1.0
0.0,1.0,0.26299998,0.0,1.0,2.0,2.0,0.0,0.3745,0.0,0.8958333,0.0,1.0
0.0,0.0,0.22850001,0.0,1.0,2.0,1.0,0.0,0.314,1.0,0.75396824,1.0,0.0
0.0,0.0,0.2556,0.0,0.0,2.0,1.0,0.0,0.3839,1.0,0.95,1.0,0.0
0.0,0.0,0.2343,0.0,1.0,2.0,2.0,0.0,0.3614,0.0,0.7844828,0.0,1.0
1.0,0.0,0.24180001,1.0,0.0,2.0,1.0,0.0,0.26639998,0.0,0.25316456,0.0,1.0
0.0,0.0,0.2755,0.0,1.0,2.0,2.0,0.0,0.32209998,0.0,0.7483871,0.0,1.0
0.0,1.0,0.20719999,0.0,1.0,2.0,1.0,0.0,0.23110001,0.0,0.8382353,0.0,1.0
1.0,0.0,0.32880002,0.0,0.0,2.0,2.0,0.0,0.36450002,0.0,0.76296294,0.0,1.0
0.0,0.0,0.2967,0.0,1.0,1.0,1.0,0.0,0.4266,0.0,0.8181818,0.0,1.0
0.0,0.0,0.282,1.0,1.0,2.0,1.0,0.0,0.2898,0.0,0.77272725,0.0,1.0
1.0,1.0,0.39330003,0.0,0.0,2.0,3.0,1.0,0.8142,0.0,0.5165289,0.0,1.0
0.0,1.0,0.3189,1.0,0.0,2.0,2.0,0.0,0.3714,0.0,0.8648649,0.0,1.0
0.0,0.0,0.2345,0.0,1.0,2.0,1.0,0.0,0.29639998,0.0,0.89634144,1.0,1.0
0.0,1.0,0.252,0.0,1.0,2.0,1.0,0.0,0.35349998,0.0,0.8044693,0.0,1.0
0.0,1.0,0.2209,0.0,1.0,2.0,2.0,0.0,0.3475,0.0,0.78911567,0.0,1.0
0.0,1.0,0.35529998,0.0,0.0,2.0,1.0,0.0,0.4997,0.0,0.9385475,0.0,1.0
0.0,0.0,0.282,0.0,1.0,1.0,1.0,0.0,0.3743,0.0,0.5555556,0.0,1.0
0.0,1.0,0.368,0.0,1.0,1.0,3.0,0.0,0.4677,0.0,0.87431693,0.0,1.0
0.0,0.0,0.0964,1.0,0.0,2.0,4.0,0.0,0.1043,1.0,0.6666667,0.0,0.0
1.0,0.0,0.32279998,0.0,1.0,2.0,1.0,0.0,0.32279998,0.0,0.864,0.0,1.0
0.0,0.0,0.2805,0.0,0.0,2.0,1.0,0.0,0.2932,0.0,0.89915967,0.0,1.0
1.0,0.0,0.3208,0.0,1.0,2.0,1.0,0.0,0.33560002,0.0,0.8780488,0.0,1.0
0.0,1.0,0.2651,0.0,1.0,1.0,5.0,0.0,0.41669998,1.0,0.75,0.0,0.0
0.0,0.0,0.21450001,0.0,1.0,2.0,1.0,0.0,0.2575,0.0,0.625,0.0,1.0
0.0,0.0,0.1412,0.0,1.0,1.0,1.0,0.0,0.3577,0.0,0.6555024,0.0,1.0
0.0,0.0,0.4632,0.0,1.0,2.0,4.0,0.0,0.4668,1.0,0.591716,0.0,0.0
0.0,1.0,0.124,0.0,1.0,1.0,3.0,0.0,0.216,0.0,0.32374102,0.0,1.0
0.0,0.0,0.205,1.0,1.0,1.0,2.0,0.0,0.277,0.0,0.5859375,0.0,1.0
0.0,0.0,0.27,0.0,1.0,1.0,1.0,0.0,0.27,0.0,0.6511628,0.0,1.0
0.0,0.0,0.29,0.0,1.0,1.0,2.0,0.0,0.32,0.0,0.7076923,0.0,1.0
1.0,0.0,0.145,0.0,0.0,1.0,1.0,0.0,0.25,0.0,0.6818182,0.0,1.0
0.0,0.0,0.207,0.0,1.0,2.0,6.0,0.0,0.505,1.0,0.6413502,0.0,0.0
0.0,1.0,0.13,0.0,1.0,2.0,2.0,0.0,0.32,0.0,0.40123457,0.0,1.0
0.0,1.0,0.345,1.0,0.0,2.0,5.0,1.0,0.355,1.0,0.6875,0.0,0.0
1.0,0.0,0.29,0.0,0.0,2.0,1.0,0.0,0.31,0.0,0.8965517,0.0,1.0
1.0,0.0,0.11,0.0,0.0,1.0,2.0,0.0,0.3,0.0,0.47945204,0.0,1.0
1.0,0.0,0.15,0.0,0.0,1.0,1.0,0.0,0.19,0.0,0.1847941,0.0,1.0
0.0,1.0,0.15,0.0,1.0,1.0,1.0,0.0,0.18,0.0,0.8028169,0.0,1.0
0.0,0.0,0.08,0.0,1.0,1.0,1.0,0.0,0.08,0.0,0.11111111,0.0,1.0
0.0,0.0,0.35,0.0,1.0,1.0,1.0,0.0,0.36,0.0,0.7368421,0.0,1.0
0.0,0.0,0.09,0.0,1.0,2.0,1.0,0.0,0.14,0.0,0.8,0.0,1.0
0.0,0.0,0.27,0.0,1.0,2.0,1.0,0.0,0.34,0.0,0.7939394,0.0,1.0
0.0,0.0,0.27,0.0,1.0,1.0,1.0,0.0,0.34,0.0,0.55,0.0,1.0
0.0,1.0,0.12,0.0,1.0,1.0,1.0,0.0,0.32,0.0,0.8,0.0,1.0
0.0,0.0,0.08,0.0,1.0,1.0,1.0,0.0,0.19,0.0,0.15428571,0.0,1.0
0.0,0.0,0.11,0.0,1.0,1.0,2.0,0.0,0.32,0.0,0.4827586,0.0,1.0
0.0,0.0,0.71,0.0,0.0,1.0,1.0,0.0,0.73,0.0,0.6060606,0.0,1.0
0.0,1.0,0.52,0.0,1.0,1.0,1.0,0.0,0.58,0.0,0.8,0.0,1.0
0.0,0.0,0.3,0.0,0.0,2.0,1.0,0.0,0.3,0.0,0.79577464,0.0,1.0
0.0,0.0,0.09,0.0,1.0,2.0,1.0,0.0,0.14,0.0,0.86989415,0.0,1.0
0.0,0.0,0.16,1.0,1.0,1.0,1.0,0.0,0.26,0.0,0.13513513,0.0,1.0
0.0,0.0,0.33,0.0,1.0,1.0,2.0,0.0,0.43,0.0,0.35,0.0,1.0
0.0,0.0,0.18,0.0,1.0,1.0,1.0,0.0,0.47,0.0,1.0,0.0,1.0
0.0,1.0,0.13,0.0,1.0,1.0,2.0,0.0,0.25,0.0,0.8,0.0,1.0
0.0,0.0,0.3,0.0,1.0,1.0,1.0,0.0,0.3,0.0,0.78125,0.0,1.0
0.0,0.0,0.25,0.0,1.0,2.0,6.0,0.0,0.27,0.0,0.6956522,0.0,1.0
0.0,0.0,0.2,0.0,1.0,1.0,1.0,0.0,0.36,0.0,0.3888889,0.0,1.0
0.0,0.0,0.155,0.0,1.0,4.0,2.0,0.0,0.249,0.0,0.23648648,0.0,1.0
0.0,0.0,0.133,0.0,1.0,1.0,3.0,0.0,0.216,0.0,0.5185185,0.0,1.0
0.0,0.0,0.74,0.0,1.0,2.0,1.0,0.0,,1.0,0.75268817,0.0,0.0
0.0,0.0,0.22,1.0,1.0,1.0,3.0,0.0,0.36,0.0,0.61538464,0.0,1.0
0.0,0.0,0.162,0.0,1.0,2.0,5.0,0.0,0.278,0.0,0.4,0.0,1.0
0.0,0.0,0.23,0.0,1.0,2.0,2.0,0.0,0.32,0.0,0.74482757,0.0,1.0
0.0,0.0,0.206,0.0,1.0,2.0,2.0,0.0,0.288,0.0,0.7478261,0.0,1.0
0.0,0.0,0.341,1.0,1.0,1.0,2.0,0.0,0.48299998,0.0,0.74666667,0.0,1.0
0.0,0.0,0.22700001,0.0,1.0,2.0,2.0,0.0,0.312,0.0,0.6315789,0.0,1.0
0.0,0.0,0.222,0.0,0.0,1.0,1.0,0.0,0.29700002,0.0,0.5744681,0.0,1.0
1.0,0.0,0.344,0.0,0.0,2.0,1.0,0.0,0.344,0.0,0.7,0.0,1.0
0.0,0.0,0.262,0.0,1.0,2.0,2.0,0.0,0.36200002,0.0,0.49019608,0.0,1.0
0.0,0.0,0.285,0.0,1.0,2.0,2.0,0.0,0.285,0.0,0.58679706,0.0,1.0
0.0,0.0,0.264,0.0,1.0,1.0,2.0,0.0,0.32299998,0.0,0.75,0.0,1.0
0.0,0.0,0.17899999,1.0,1.0,1.0,1.0,0.0,0.404,0.0,0.7991453,0.0,1.0
0.0,1.0,0.215,0.0,1.0,2.0,1.0,0.0,0.316,0.0,0.8962264,0.0,1.0
0.0,0.0,0.288,0.0,0.0,2.0,4.0,0.0,0.288,0.0,0.7407407,0.0,1.0
0.0,0.0,0.316,0.0,1.0,2.0,1.0,0.0,0.35799998,0.0,0.6875,0.0,1.0
0.0,0.0,0.29,0.0,1.0,1.0,1.0,0.0,0.29,0.0,0.74,0.0,1.0
0.0,0.0,0.31,0.0,1.0,2.0,2.0,0.0,0.35,0.0,0.9009009,0.0,1.0
0.0,0.0,0.23,0.0,1.0,1.0,2.0,1.0,0.34,0.0,0.77575755,0.0,1.0
0.0,0.0,0.3,0.0,1.0,2.0,1.0,0.0,0.36,0.0,0.74545455,0.0,1.0
0.0,0.0,0.22,0.0,1.0,2.0,6.0,1.0,0.27,1.0,0.7256098,0.0,0.0
0.0,1.0,0.29,0.0,1.0,2.0,6.0,1.0,0.45,1.0,0.88780487,0.0,0.0
1.0,0.0,0.22,0.0,1.0,4.0,6.0,0.0,0.32,0.0,0.85,0.0,1.0
0.0,0.0,0.31,0.0,0.0,2.0,1.0,0.0,0.33,0.0,0.78571427,0.0,1.0
1.0,0.0,0.3,0.0,1.0,2.0,6.0,1.0,0.46,0.0,0.8516129,0.0,1.0
1.0,0.0,0.35,0.0,0.0,2.0,1.0,0.0,0.35,0.0,0.8021978,0.0,1.0
0.0,0.0,0.31,0.0,0.0,2.0,6.0,0.0,0.35,0.0,0.7741935,0.0,1.0
0.0,0.0,0.28,1.0,1.0,2.0,1.0,0.0,0.39,0.0,0.6984127,0.0,1.0
0.0,0.0,0.31,0.0,1.0,2.0,2.0,0.0,0.46,0.0,0.61538464,0.0,1.0
1.0,0.0,0.26,0.0,1.0,2.0,1.0,0.0,0.38,0.0,0.7906977,0.0,1.0
0.0,0.0,0.27,0.0,1.0,2.0,2.0,0.0,0.27,0.0,0.8,0.0,1.0
0.0,0.0,0.31,0.0,1.0,1.0,2.0,0.0,0.38,0.0,0.7880597,0.0,1.0
0.0,0.0,0.21,0.0,1.0,1.0,1.0,0.0,0.22,0.0,0.4516129,0.0,1.0
0.0,0.0,0.29,0.0,0.0,2.0,2.0,0.0,0.38,0.0,0.8451613,0.0,1.0
0.0,0.0,0.28,0.0,1.0,2.0,1.0,0.0,0.37,0.0,0.68421054,0.0,1.0
0.0,0.0,0.32,0.0,1.0,2.0,1.0,0.0,0.37,0.0,0.85384613,0.0,1.0
0.0,0.0,0.28,0.0,1.0,1.0,2.0,0.0,0.28,0.0,0.76,0.0,1.0
0.0,0.0,0.21,0.0,0.0,2.0,1.0,0.0,0.25,0.0,0.6923077,0.0,1.0
0.0,0.0,0.23,0.0,1.0,1.0,1.0,0.0,0.26,0.0,0.20833333,0.0,1.0
0.0,0.0,0.22,0.0,1.0,2.0,1.0,0.0,0.27,0.0,0.9375,0.0,1.0
1.0,0.0,0.31,0.0,0.0,1.0,1.0,0.0,0.38,0.0,0.7153846,0.0,1.0
0.0,0.0,0.32,0.0,1.0,2.0,1.0,0.0,0.35,0.0,0.75151515,0.0,1.0
0.0,0.0,0.23,0.0,1.0,1.0,5.0,0.0,0.25,0.0,0.7982456,0.0,1.0
0.0,0.0,0.32,0.0,1.0,1.0,2.0,0.0,0.38,0.0,0.79626167,0.0,1.0
1.0,0.0,0.22,0.0,1.0,1.0,1.0,0.0,0.37,0.0,0.875,0.0,1.0
0.0,0.0,0.26,0.0,0.0,1.0,2.0,0.0,0.27,0.0,0.62068963,0.0,1.0
0.0,0.0,0.22,0.0,1.0,2.0,2.0,0.0,0.24,0.0,0.78756475,0.0,1.0
0.0,0.0,0.27,0.0,1.0,4.0,1.0,0.0,0.36,0.0,0.675,0.0,1.0
0.0,0.0,0.23,0.0,0.0,1.0,1.0,0.0,0.23,0.0,0.61946905,0.0,1.0
0.0,0.0,0.31,0.0,1.0,2.0,1.0,0.0,0.33,0.0,0.7133333,0.0,1.0
1.0,0.0,0.28,1.0,1.0,1.0,1.0,0.0,0.28,0.0,0.6,0.0,1.0
0.0,0.0,0.18,0.0,0.0,1.0,3.0,0.0,0.33,0.0,0.75757575,0.0,1.0
0.0,0.0,0.29,1.0,0.0,2.0,3.0,0.0,0.37,1.0,0.9533333,1.0,0.0
0.0,0.0,0.24,0.0,1.0,2.0,2.0,0.0,0.32,0.0,0.91851854,0.0,1.0
0.0,0.0,0.27,0.0,0.0,2.0,1.0,0.0,0.27,0.0,0.6967213,0.0,1.0
0.0,0.0,0.28,0.0,1.0,2.0,1.0,0.0,0.28,0.0,0.9513889,0.0,1.0
0.0,0.0,0.3,0.0,1.0,2.0,1.0,0.0,0.39,0.0,0.95238096,0.0,1.0
0.0,0.0,0.31,0.0,1.0,2.0,5.0,0.0,0.38,0.0,0.9389313,0.0,1.0
0.0,0.0,0.34,0.0,1.0,1.0,1.0,0.0,0.38,0.0,0.8,0.0,1.0
0.0,0.0,0.31,0.0,0.0,2.0,1.0,0.0,0.38,1.0,0.9478261,1.0,0.0
0.0,1.0,0.25,0.0,1.0,2.0,6.0,0.0,0.3,1.0,0.904,0.0,0.0
0.0,1.0,0.25,0.0,1.0,2.0,6.0,0.0,0.39,0.0,0.85714287,0.0,1.0
0.0,0.0,0.22,0.0,1.0,2.0,1.0,0.0,0.34,0.0,0.6319703,0.0,1.0
0.0,0.0,0.17,1.0,1.0,2.0,1.0,0.0,0.19,0.0,0.34042552,0.0,1.0
0.0,0.0,0.26,0.0,1.0,3.0,6.0,1.0,0.34,0.0,0.5753846,0.0,1.0
1.0,0.0,0.32,0.0,0.0,2.0,1.0,0.0,0.33,0.0,0.5181347,0.0,1.0
0.0,0.0,0.19,1.0,1.0,2.0,5.0,0.0,0.31,0.0,0.75,0.0,1.0
0.0,1.0,0.28,0.0,1.0,2.0,1.0,0.0,0.29,0.0,0.8,0.0,1.0
0.0,0.0,0.2,0.0,1.0,2.0,4.0,0.0,0.2,0.0,0.4093567,0.0,1.0
0.0,0.0,0.34,0.0,1.0,2.0,5.0,0.0,0.45,0.0,0.54545456,0.0,1.0
0.0,0.0,0.27,0.0,1.0,2.0,1.0,0.0,0.32,0.0,0.7888889,0.0,1.0
0.0,0.0,0.09,1.0,1.0,1.0,1.0,0.0,0.2,0.0,0.7777778,0.0,1.0
0.0,0.0,0.19,1.0,1.0,1.0,1.0,0.0,0.27,0.0,0.79651165,0.0,1.0
1.0,0.0,0.11,0.0,,2.0,1.0,0.0,0.13,0.0,0.35416666,0.0,1.0
0.0,0.0,0.07,1.0,1.0,1.0,1.0,0.0,0.15,0.0,0.85714287,0.0,1.0
0.0,0.0,0.02,1.0,1.0,1.0,1.0,0.0,0.1,0.0,0.8,0.0,1.0
0.0,0.0,0.24,0.0,1.0,2.0,1.0,0.0,0.38,0.0,0.5629139,0.0,1.0
0.0,0.0,0.13,0.0,1.0,1.0,1.0,0.0,0.22,0.0,0.7938144,0.0,1.0
0.0,0.0,0.21,1.0,1.0,1.0,1.0,0.0,0.22,0.0,0.60335195,0.0,1.0
0.0,0.0,0.12,1.0,1.0,2.0,1.0,0.0,0.13,0.0,0.8,0.0,1.0
0.0,0.0,0.04,0.0,0.0,1.0,1.0,0.0,0.07,0.0,0.5121951,0.0,1.0
0.0,0.0,0.3,0.0,0.0,1.0,1.0,0.0,0.36,1.0,0.5910543,0.0,0.0
0.0,0.0,0.3,0.0,0.0,1.0,1.0,0.0,0.36,1.0,0.5910543,0.0,0.0
0.0,0.0,0.2447,0.0,1.0,1.0,1.0,0.0,0.2465,0.0,0.79565215,0.0,1.0
0.0,0.0,0.169,0.0,1.0,1.0,1.0,0.0,0.219,0.0,0.58181816,0.0,1.0
0.0,0.0,0.214,0.0,1.0,2.0,5.0,0.0,0.313,1.0,0.94285715,1.0,0.0
0.0,0.0,0.289,1.0,1.0,1.0,1.0,0.0,0.377,0.0,0.75301206,0.0,1.0
0.0,0.0,0.074,1.0,0.0,1.0,1.0,0.0,0.12100001,0.0,0.7671233,0.0,1.0
0.0,0.0,0.28,0.0,1.0,1.0,1.0,0.0,0.319,0.0,0.75409836,0.0,1.0
0.0,0.0,0.27899998,0.0,1.0,2.0,1.0,0.0,0.357,0.0,0.6977612,0.0,1.0
0.0,0.0,0.214,1.0,0.0,1.0,1.0,0.0,0.378,0.0,0.7614679,0.0,1.0
0.0,0.0,0.203,0.0,1.0,2.0,1.0,0.0,0.29299998,0.0,0.89772725,0.0,1.0
0.0,0.0,0.29700002,0.0,1.0,2.0,1.0,0.0,0.38099998,0.0,0.7718121,0.0,1.0
1.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,0.233,0.0,0.6859756,0.0,1.0
0.0,0.0,0.271,0.0,0.0,1.0,1.0,0.0,0.287,0.0,0.5555556,0.0,1.0
0.0,0.0,0.213,1.0,1.0,3.0,1.0,0.0,0.245,0.0,0.70422536,0.0,1.0
0.0,0.0,0.214,0.0,1.0,2.0,2.0,0.0,0.295,0.0,0.8974359,0.0,1.0
0.0,0.0,0.188,0.0,1.0,2.0,1.0,0.0,0.393,0.0,0.76642334,0.0,1.0
0.0,0.0,0.29,0.0,1.0,2.0,5.0,0.0,0.33,0.0,0.64935064,0.0,1.0
1.0,0.0,0.259,0.0,1.0,2.0,1.0,0.0,0.29799998,0.0,0.17857143,0.0,1.0
0.0,0.0,0.344,0.0,1.0,1.0,1.0,0.0,0.403,0.0,0.79810727,0.0,1.0
0.0,0.0,0.301,0.0,1.0,2.0,1.0,0.0,0.38599998,0.0,0.86206895,0.0,1.0
1.0,1.0,0.22299999,0.0,0.0,2.0,6.0,0.0,0.382,1.0,0.95,0.0,0.0
0.0,0.0,0.26700002,0.0,1.0,1.0,1.0,0.0,0.352,0.0,0.62761503,0.0,1.0
1.0,0.0,0.206,0.0,0.0,2.0,1.0,0.0,0.306,0.0,0.5714286,0.0,1.0
0.0,0.0,0.31129998,0.0,1.0,2.0,1.0,0.0,0.4001,0.0,0.76704544,0.0,1.0
0.0,0.0,0.23200001,0.0,1.0,2.0,1.0,0.0,0.27,0.0,0.9448819,0.0,1.0
0.0,0.0,0.23,0.0,0.0,2.0,1.0,0.0,0.385,0.0,0.8005391,0.0,1.0
0.0,0.0,0.177,0.0,1.0,2.0,1.0,0.0,0.21200001,0.0,0.8754864,0.0,1.0
0.0,0.0,0.11,0.0,1.0,1.0,2.0,0.0,0.175,0.0,0.7905405,0.0,1.0
1.0,0.0,0.2764,0.0,0.0,2.0,1.0,0.0,0.2996,0.0,0.42962962,0.0,1.0
0.0,0.0,0.252,0.0,1.0,1.0,1.0,0.0,0.258,0.0,0.75,0.0,1.0
0.0,0.0,0.261,0.0,1.0,1.0,1.0,0.0,0.266,0.0,0.41152263,0.0,1.0
0.0,0.0,0.155,0.0,0.0,1.0,1.0,0.0,0.24299999,0.0,0.58436215,0.0,1.0
0.0,0.0,0.133,0.0,1.0,1.0,5.0,0.0,0.155,0.0,0.8,0.0,1.0
0.0,0.0,0.125,0.0,1.0,1.0,2.0,0.0,0.3,0.0,0.8,0.0,1.0
0.0,0.0,0.312,0.0,1.0,3.0,1.0,0.0,0.39900002,0.0,0.57471263,0.0,1.0
0.0,0.0,0.22780001,0.0,0.0,2.0,1.0,0.0,0.2474,0.0,0.79735684,0.0,1.0
0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.395,0.0,0.78431374,0.0,1.0
1.0,0.0,0.2,0.0,0.0,2.0,1.0,0.0,0.36,0.0,0.8,0.0,1.0
0.0,0.0,0.43,1.0,1.0,1.0,1.0,0.0,0.43,1.0,0.64231735,0.0,0.0
0.0,0.0,0.19,0.0,1.0,1.0,1.0,0.0,0.39,0.0,0.8,0.0,1.0
0.0,0.0,0.27,0.0,1.0,2.0,1.0,0.0,0.33,0.0,0.7586207,0.0,1.0
0.0,0.0,0.2,1.0,1.0,1.0,1.0,0.0,0.35,0.0,0.62068963,0.0,1.0
0.0,0.0,0.26,0.0,1.0,2.0,2.0,0.0,0.33,0.0,0.8,0.0,1.0
0.0,0.0,0.32,0.0,1.0,2.0,1.0,0.0,0.43,0.0,0.31609195,0.0,1.0
1.0,0.0,0.28,0.0,0.0,2.0,1.0,0.0,0.29,0.0,0.625,0.0,1.0
0.0,0.0,0.24,0.0,1.0,2.0,1.0,0.0,0.28,0.0,0.7835821,0.0,1.0
0.0,0.0,0.18,0.0,0.0,2.0,1.0,0.0,0.4,0.0,0.6041667,0.0,1.0
0.0,0.0,0.22,0.0,1.0,2.0,3.0,0.0,0.37,0.0,0.78688526,0.0,1.0
0.0,0.0,0.33,0.0,1.0,2.0,3.0,0.0,0.33,0.0,0.51282054,0.0,1.0
0.0,0.0,0.24,0.0,1.0,1.0,1.0,0.0,0.28,0.0,0.796875,0.0,1.0
0.0,0.0,0.31,0.0,1.0,1.0,1.0,0.0,0.36,0.0,0.63106793,0.0,1.0
0.0,0.0,0.18,1.0,0.0,1.0,1.0,1.0,0.45,0.0,0.87,0.0,1.0
0.0,0.0,0.13,0.0,1.0,1.0,1.0,0.0,0.3,0.0,0.5,0.0,1.0
1.0,0.0,0.21,1.0,0.0,1.0,1.0,0.0,0.38,0.0,0.3539823,0.0,1.0
0.0,0.0,0.29,0.0,0.0,1.0,1.0,0.0,0.29,0.0,0.33333334,0.0,1.0
0.0,0.0,0.31,1.0,1.0,1.0,1.0,0.0,0.33,0.0,0.5769231,0.0,1.0
0.0,0.0,0.21,0.0,1.0,1.0,1.0,1.0,0.21,0.0,0.46296296,0.0,1.0
0.0,1.0,0.22,0.0,1.0,2.0,1.0,0.0,0.31,0.0,0.7123288,0.0,1.0
0.0,1.0,0.19,0.0,0.0,2.0,1.0,0.0,0.19,0.0,0.6633663,0.0,1.0
1.0,1.0,0.36,0.0,0.0,2.0,2.0,0.0,0.36,0.0,0.6111111,0.0,1.0
1.0,1.0,0.28,0.0,1.0,2.0,1.0,0.0,0.35,0.0,0.6883721,0.0,1.0
0.0,1.0,0.28,0.0,0.0,2.0,5.0,0.0,0.37,0.0,0.8873239,0.0,1.0
1.0,0.0,0.28,0.0,0.0,2.0,2.0,0.0,0.34,0.0,0.7923077,0.0,1.0
0.0,0.0,0.27,0.0,1.0,2.0,2.0,0.0,0.33,0.0,0.8,0.0,1.0
1.0,0.0,0.3,0.0,0.0,2.0,1.0,0.0,0.31,0.0,0.4702381,0.0,1.0
1.0,0.0,0.3458,0.0,0.0,1.0,1.0,0.0,0.3458,0.0,0.5652174,0.0,1.0
0.0,1.0,0.32,1.0,1.0,2.0,2.0,0.0,0.42,0.0,0.9409091,0.0,1.0
